City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Narsaq,GL,2021-09-23 05:17:47,60.9167,-46.05,39.42,94,100,6.53
296,Ndola,ZM,2021-09-23 05:17:48,-12.9587,28.6366,62.17,55,4,8.1
297,Logrono,ES,2021-09-23 05:17:48,42.4667,-2.45,56.01,97,0,0.0
298,Sebinkarahisar,TR,2021-09-23 05:17:49,40.2883,38.4236,49.6,75,85,1.25
299,Imatra,FI,2021-09-23 05:17:49,61.1719,28.7524,38.1,82,10,1.99
300,Severo-Kurilsk,RU,2021-09-23 05:17:49,50.6789,156.125,47.68,96,100,19.57
301,Domoni,KM,2021-09-23 05:17:51,-12.2569,44.5319,78.13,73,12,5.5
302,Porto Walter,BR,2021-09-23 05:17:51,-8.2686,-72.7439,70.59,98,91,2.64
303,San Rafael,AR,2021-09-23 05:13:16,-34.6177,-68.3301,59.58,45,1,3.04
304,Pareora,NZ,2021-09-23 05:17:52,-44.4871,171.2132,56.34,72,10,6.93
305,Ilulissat,GL,2021-09-23 05:17:53,69.2167,-51.1,6.66,73,35,6.67
306,Santo Augusto,BR,2021-09-23 05:17:54,-27.8508,-53.7772,57.36,72,95,12.39
307,Berlevag,NO,2021-09-23 05:17:55,70.8578,29.0864,46.4,76,75,29.93
308,Okhotsk,RU,2021-09-23 05:17:55,59.3833,143.3,56.01,57,4,2.82
309,Badarwas,IN,2021-09-23 05:17:56,24.9667,77.5667,82.63,69,19,7.61
310,Pekalongan,ID,2021-09-23 05:17:56,-6.8886,109.6753,88.36,57,80,12.8
311,Kurikka,FI,2021-09-23 05:17:56,62.6167,22.4167,46.09,83,100,12.46
312,Otradnoye,RU,2021-09-23 05:17:57,59.7775,30.8181,44.19,96,100,4.0
313,Kyrnasivka,UA,2021-09-23 05:17:58,48.5955,28.979,43.09,87,100,9.33
314,Boyolangu,ID,2021-09-23 05:17:59,-8.1181,111.8935,86.25,59,67,9.19
315,Hualmay,PE,2021-09-23 05:17:59,-11.0964,-77.6139,62.08,86,87,8.5
316,Moose Jaw,CA,2021-09-23 05:18:00,50.4001,-105.5344,61.05,36,61,10.36
317,Gamboma,CG,2021-09-23 05:18:01,-1.8764,15.8644,72.19,90,100,3.29
318,Kralendijk,BQ,2021-09-23 05:18:01,12.15,-68.2667,82.38,89,20,9.22
319,Mahon,ES,2021-09-23 05:18:02,39.8885,4.2658,73.96,83,75,14.97
320,Lasa,IT,2021-09-23 05:18:02,46.6166,10.7002,51.26,47,50,2.04
321,Churapcha,RU,2021-09-23 05:18:03,62.0025,132.4325,56.25,40,48,4.32
322,Tigil,RU,2021-09-23 05:18:03,57.8,158.6667,51.31,69,94,1.16
323,Nuevo Progreso,MX,2021-09-23 05:18:04,23.1667,-97.95,73.6,64,91,4.0
324,Niquero,CU,2021-09-23 05:18:05,20.0431,-77.5828,79.41,83,17,6.08
325,Huilong,CN,2021-09-23 05:15:57,31.8111,121.655,83.5,64,86,8.88
326,Valparaiso,CL,2021-09-23 05:18:06,-33.0393,-71.6273,49.64,71,0,4.61
327,Seymchan,RU,2021-09-23 05:18:07,62.8833,152.4333,49.44,60,56,0.18
328,Kununurra,AU,2021-09-23 05:18:07,-15.7667,128.7333,87.78,7,1,12.66
329,Sur,OM,2021-09-23 05:18:08,22.5667,59.5289,91.87,49,30,3.09
330,Sinnamary,GF,2021-09-23 05:18:08,5.3833,-52.95,79.52,85,83,9.35
331,Ulladulla,AU,2021-09-23 05:18:09,-35.35,150.4667,78.1,42,1,7.18
332,Waw,SS,2021-09-23 05:18:09,7.7029,27.9953,74.3,85,50,2.37
333,Pokhara,NP,2021-09-23 05:14:04,28.2333,83.9833,78.98,70,87,4.83
334,Oktyabrskiy,RU,2021-09-23 05:18:11,54.4815,53.471,51.87,64,100,6.64
335,Kaitangata,NZ,2021-09-23 05:18:11,-46.2817,169.8464,52.05,69,99,4.94
336,Vardo,NO,2021-09-23 05:18:12,70.3705,31.1107,46.6,78,100,24.23
337,Katsuura,JP,2021-09-23 05:18:12,35.1333,140.3,84.31,61,8,16.78
338,Mmathubudukwane,BW,2021-09-23 05:18:13,-24.6,26.4333,52.66,63,5,6.11
339,Oistins,BB,2021-09-23 05:18:14,13.0667,-59.5333,80.69,78,20,10.36
340,Farah,AF,2021-09-23 05:18:15,32.5,62.5,81.07,11,0,2.84
341,Jalu,LY,2021-09-23 05:18:15,29.0331,21.5482,79.32,34,0,7.4
342,Azul,AR,2021-09-23 05:18:16,-36.777,-59.8585,47.64,97,100,2.82
343,Tommot,RU,2021-09-23 05:18:16,58.9564,126.2925,48.13,82,100,1.81
344,Los Llanos De Aridane,ES,2021-09-23 05:18:16,28.6585,-17.9182,69.55,74,20,8.05
345,Manggar,ID,2021-09-23 05:18:17,-2.8833,108.2667,84.85,68,61,10.89
346,Acapulco,MX,2021-09-23 05:18:17,16.8634,-99.8901,80.1,87,29,3.04
347,Tyrma,RU,2021-09-23 05:18:18,50.0833,132.1667,60.94,34,0,3.11
348,Gobabis,NA,2021-09-23 05:18:19,-22.45,18.9667,60.26,44,24,8.46
349,Pallasovka,RU,2021-09-23 05:18:20,50.05,46.8833,55.17,87,100,5.97
350,Zheleznodorozhnyy,RU,2021-09-23 05:18:21,55.7503,38.0042,48.42,97,100,6.78
351,Sechura,PE,2021-09-23 05:18:21,-5.5569,-80.8222,64.36,82,42,13.58
352,Luau,AO,2021-09-23 05:18:22,-10.7073,22.2247,71.33,28,48,4.85
353,Kui Buri,TH,2021-09-23 05:18:22,12.0828,99.8543,86.0,62,99,7.34
354,Novobirilyussy,RU,2021-09-23 05:18:23,56.9514,90.6661,36.72,98,100,1.63
355,Ibra,OM,2021-09-23 05:18:23,22.6906,58.5334,88.88,43,24,2.3
356,Olafsvik,IS,2021-09-23 05:18:24,64.8945,-23.7142,42.46,70,63,10.09
357,Brest,BY,2021-09-23 05:15:41,52.1,23.7,44.56,93,99,4.47
358,Lola,GN,2021-09-23 05:18:24,7.8,-8.5333,68.11,99,97,1.32
359,Inhambane,MZ,2021-09-23 05:18:25,-23.865,35.3833,66.18,82,40,4.61
360,Medicine Hat,CA,2021-09-23 05:18:25,50.0501,-110.6683,64.11,50,90,1.99
361,Hobyo,SO,2021-09-23 05:18:26,5.3505,48.5268,80.73,76,93,22.24
362,Alyangula,AU,2021-09-23 05:18:26,-13.8483,136.4192,81.41,47,7,10.29
363,Den Helder,NL,2021-09-23 05:18:26,52.9599,4.7593,62.58,77,90,18.41
364,Zhigansk,RU,2021-09-23 05:18:27,66.7697,123.3711,41.32,91,100,11.65
365,San Carlos Del Zulia,VE,2021-09-23 05:18:27,9.0,-71.9135,74.55,97,97,6.93
366,Miyako,JP,2021-09-23 05:18:28,39.6367,141.9525,79.36,55,1,7.81
367,San Cristobal,VE,2021-09-23 05:18:28,7.7669,-72.225,65.43,95,96,2.8
368,Izumo,JP,2021-09-23 05:18:28,35.3667,132.7667,80.55,50,75,19.57
369,Boa Vista,BR,2021-09-23 05:18:29,2.8197,-60.6733,78.78,78,20,1.14
370,Melo,UY,2021-09-23 05:18:29,-32.3667,-54.1833,50.45,92,100,9.51
371,Nhulunbuy,AU,2021-09-23 05:18:30,-12.2333,136.7667,83.01,51,40,17.27
372,Isla Mujeres,MX,2021-09-23 05:18:30,21.2311,-86.731,77.05,83,99,10.07
373,Mattru,SL,2021-09-23 05:18:30,7.6244,-11.8332,73.35,98,100,1.66
374,Codrington,AU,2021-09-23 05:18:31,-38.2667,141.9667,62.74,64,0,18.75
375,Grandview,US,2021-09-23 05:18:31,38.8858,-94.533,55.81,80,1,3.44
376,Mananjary,MG,2021-09-23 05:18:32,-21.2167,48.3333,72.64,74,36,4.27
377,Santa Maria,BR,2021-09-23 05:18:32,-29.6842,-53.8069,52.74,90,67,8.63
378,Safranbolu,TR,2021-09-23 05:18:32,41.2508,32.6942,47.93,86,99,2.95
379,Bokoro,TD,2021-09-23 05:18:33,12.3807,17.0568,76.68,81,98,8.39
380,Piedra Gorda,PR,2021-09-23 05:18:33,18.4341,-66.8877,77.94,91,17,3.0
381,Santander,ES,2021-09-23 05:18:34,43.4647,-3.8044,60.46,95,20,3.44
382,Shuyskoye,RU,2021-09-23 05:18:34,59.3736,41.0305,45.09,92,96,5.57
383,Akdepe,TM,2021-09-23 05:18:35,42.0551,59.3788,69.89,14,12,18.05
384,Diamantino,BR,2021-09-23 05:18:35,-14.4086,-56.4461,81.57,35,22,3.47
385,Rawson,AR,2021-09-23 05:18:36,-43.3002,-65.1023,57.22,45,22,10.49
386,Antalaha,MG,2021-09-23 05:18:36,-14.9003,50.2788,74.44,65,53,6.33
387,Spirit River,CA,2021-09-23 05:18:37,55.7833,-118.8361,50.52,39,30,14.32
388,Leshukonskoye,RU,2021-09-23 05:18:37,64.8989,45.7622,39.42,88,17,7.07
389,San Jeronimo,PE,2021-09-23 05:18:38,-11.9472,-75.2829,48.76,85,100,1.83
390,Kandrian,PG,2021-09-23 05:18:38,-6.2167,149.55,76.78,92,100,7.18
391,Sept-Iles,CA,2021-09-23 05:18:39,50.2001,-66.3821,56.05,91,90,3.0
392,Umm Kaddadah,SD,2021-09-23 05:18:40,13.6017,26.6876,83.12,53,57,8.99
393,Grafton,US,2021-09-23 05:15:42,42.207,-71.6856,70.02,86,90,1.99
394,Requena,ES,2021-09-23 05:18:40,39.4883,-1.1004,60.13,86,98,9.93
395,Tarskoye,RU,2021-09-23 05:18:41,42.967,44.7711,50.25,98,98,1.57
396,Portland,US,2021-09-23 05:14:20,45.5234,-122.6762,65.44,81,90,1.99
397,Douglas,US,2021-09-23 05:17:40,41.3,-96.167,59.14,70,1,0.0
398,Biak,ID,2021-09-23 05:18:42,-0.9131,122.8766,77.9,87,72,7.63
399,Lokosovo,RU,2021-09-23 05:18:42,61.1333,74.8167,36.55,98,100,6.46
400,Tromso,NO,2021-09-23 05:15:09,69.6496,18.957,50.02,71,40,11.5
401,Cuiluan,CN,2021-09-23 05:18:43,47.72,128.648,62.51,46,0,4.43
402,Korhogo,CI,2021-09-23 05:18:44,9.45,-5.6333,70.54,94,51,2.77
403,Dunedin,NZ,2021-09-23 05:18:44,-45.8742,170.5036,58.8,62,57,5.01
404,Tiznit,MA,2021-09-23 05:18:44,29.5833,-9.5,61.61,75,98,1.88
405,Avera,US,2021-09-23 05:18:45,33.194,-82.5271,63.72,71,20,13.13
406,Ghazipur,IN,2021-09-23 05:18:45,25.5833,83.5667,83.79,76,68,13.76
407,Kartaly,RU,2021-09-23 05:18:46,53.0522,60.6467,46.85,57,14,8.19
408,Martil,MA,2021-09-23 05:18:46,35.6166,-5.2752,71.67,94,75,4.61
409,Labuhan,ID,2021-09-23 05:18:47,-6.8844,112.2051,89.11,57,79,11.92
410,Tshikapa,CD,2021-09-23 05:18:47,-6.4167,20.8,73.87,73,82,1.61
411,Lafia,NG,2021-09-23 05:18:47,8.4833,8.5167,71.49,98,100,1.21
412,Namatanai,PG,2021-09-23 05:18:48,-3.6667,152.4333,83.46,71,82,6.15
413,Grado,ES,2021-09-23 05:18:49,43.388,-6.0743,62.02,97,40,2.3
414,Sorland,NO,2021-09-23 05:18:49,67.667,12.6934,49.86,71,100,23.44
415,Cravo Norte,CO,2021-09-23 05:18:49,6.3017,-70.2041,74.75,92,99,2.8
416,Kirovsk,UA,2021-09-23 05:18:50,48.6375,38.6428,49.33,67,100,3.0
417,Gazanjyk,TM,2021-09-23 05:18:50,39.2446,55.5154,78.48,12,0,19.06
418,Aswan,EG,2021-09-23 05:18:51,24.0934,32.907,84.34,24,0,12.08
419,Mana,GF,2021-09-23 05:18:51,5.6592,-53.7767,77.77,90,99,8.14
420,Roald,NO,2021-09-23 05:18:52,62.5833,6.1333,51.17,87,75,6.91
421,Koshurnikovo,RU,2021-09-23 05:18:52,54.1667,93.3,38.52,86,100,2.46
422,Guerrero Negro,MX,2021-09-23 05:18:53,27.9769,-114.0611,74.1,79,11,11.27
423,Port Moresby,PG,2021-09-23 05:18:53,-9.4431,147.1797,78.08,82,100,19.84
424,Venado Tuerto,AR,2021-09-23 05:18:54,-33.7456,-61.9688,48.76,94,97,3.56
425,Touho,NC,2021-09-23 05:18:54,-20.7833,165.2333,75.81,55,13,4.83
426,Yakeshi,CN,2021-09-23 05:18:55,49.2833,120.7333,66.2,41,45,10.67
427,Itoman,JP,2021-09-23 05:18:55,26.1247,127.6694,89.62,74,40,8.05
428,Laguna,US,2021-09-23 05:18:55,38.421,-121.4238,80.31,46,1,3.0
429,Jinchang,CN,2021-09-23 05:18:56,38.4953,102.1739,77.76,23,13,6.04
430,Itarema,BR,2021-09-23 05:18:57,-2.9248,-39.9167,76.71,85,81,11.7
431,Kruisfontein,ZA,2021-09-23 05:18:57,-34.0033,24.7314,62.08,44,33,10.51
432,Manaure,CO,2021-09-23 05:18:58,11.7751,-72.4445,82.49,76,100,3.15
433,Krupina,SK,2021-09-23 05:18:58,48.3554,19.0647,45.82,90,10,3.29
434,Maniitsoq,GL,2021-09-23 05:18:09,65.4167,-52.9,31.05,40,64,6.31
435,Tarauaca,BR,2021-09-23 05:18:59,-8.1614,-70.7656,72.48,95,84,3.33
436,Karpogory,RU,2021-09-23 05:19:00,64.0019,44.4451,39.06,86,8,7.94
437,Yulara,AU,2021-09-23 05:19:00,-25.2406,130.9889,76.84,9,4,6.91
438,Sao Felix Do Xingu,BR,2021-09-23 05:19:00,-6.6447,-51.995,77.47,51,35,0.81
439,General Roca,AR,2021-09-23 05:19:01,-39.0333,-67.5833,55.8,42,5,10.04
440,Manoel Urbano,BR,2021-09-23 05:19:02,-8.8389,-69.2597,77.07,77,83,3.8
441,Tuatapere,NZ,2021-09-23 05:19:03,-46.1333,167.6833,57.81,67,97,2.15
442,Kroya,ID,2021-09-23 05:19:03,-7.6331,109.2461,85.06,67,74,10.4
443,Lahat,ID,2021-09-23 05:19:04,-3.8,103.5333,90.82,47,70,5.93
444,Kakamega,KE,2021-09-23 05:19:04,0.2842,34.7523,64.0,76,36,4.74
445,Sao Francisco De Paula,BR,2021-09-23 05:19:05,-29.4481,-50.5836,48.47,94,40,5.64
446,Tamiahua,MX,2021-09-23 05:19:06,21.2667,-97.45,74.19,90,99,14.09
447,Karratha,AU,2021-09-23 05:19:07,-20.7377,116.8463,86.18,17,100,15.57
448,Pullman,US,2021-09-23 05:19:08,46.7313,-117.1796,64.63,58,1,0.0
449,Poya,NC,2021-09-23 05:19:09,-21.35,165.15,72.23,52,12,11.41
450,Saint-Augustin,CA,2021-09-23 05:19:09,51.226,-58.6502,58.05,83,97,6.46
451,Eyl,SO,2021-09-23 05:19:09,7.9803,49.8164,82.74,65,24,20.92
452,Felanitx,ES,2021-09-23 05:19:10,39.4696,3.1483,74.95,80,91,15.12
453,Saint-Georges,GD,2021-09-23 05:19:10,12.0564,-61.7485,81.07,80,10,10.74
454,Louga,RU,2021-09-23 05:19:11,58.7372,29.8453,41.2,95,100,3.15
455,Benjamin Constant,BR,2021-09-23 05:19:11,-4.3831,-70.0311,71.73,99,99,2.71
456,Luwuk,ID,2021-09-23 05:19:12,-0.9516,122.7875,79.45,90,79,6.11
457,Chapais,CA,2021-09-23 05:19:12,49.7834,-74.8492,42.58,80,100,7.63
458,Dzaoudzi,YT,2021-09-23 05:19:12,-12.7887,45.2699,82.29,69,75,10.36
459,San Vicente,AR,2021-09-23 05:19:13,-26.6167,-54.1333,60.84,62,96,3.76
460,Mar Del Plata,AR,2021-09-23 05:19:13,-38.0023,-57.5575,51.82,93,90,2.3
461,Powassan,CA,2021-09-23 05:19:14,46.0334,-79.3496,50.65,99,100,15.3
462,San Quintin,MX,2021-09-23 05:19:14,30.4833,-115.95,72.09,78,5,6.89
463,Beterou,BJ,2021-09-23 05:19:15,9.1992,2.2586,70.72,93,97,2.33
464,Zhanakorgan,KZ,2021-09-23 05:19:15,43.9098,67.2495,72.52,16,16,9.69
465,Matay,EG,2021-09-23 05:19:15,28.419,30.7792,76.14,58,0,9.22
466,Nioki,CD,2021-09-23 05:19:16,-2.7167,17.6833,72.32,91,100,5.44
467,Henties Bay,NA,2021-09-23 05:19:16,-22.116,14.2845,50.86,86,11,8.5
468,Do Gonbadan,IR,2021-09-23 05:16:55,30.3586,50.7981,80.69,28,0,4.61
469,Houlton,US,2021-09-23 05:19:17,46.1262,-67.8403,63.01,74,75,5.75
470,Kaeo,NZ,2021-09-23 05:19:17,-35.1,173.7833,58.32,80,68,12.28
471,Katav-Ivanovsk,RU,2021-09-23 05:19:18,54.7531,58.1956,47.66,57,9,3.0
472,Say,NE,2021-09-23 05:19:18,13.1007,2.3689,77.56,82,95,11.65
473,Muros,ES,2021-09-23 05:19:19,42.7762,-9.0603,62.83,74,2,14.38
474,Maldonado,UY,2021-09-23 05:19:19,-34.6667,-54.9167,52.99,93,100,7.16
475,Comodoro Rivadavia,AR,2021-09-23 05:19:19,-45.8667,-67.5,58.86,44,0,16.11
476,Sayyan,YE,2021-09-23 05:19:20,15.1718,44.3244,66.33,16,58,11.39
477,Lazaro Cardenas,MX,2021-09-23 05:19:21,17.9583,-102.2,78.53,90,28,3.56
478,Arlit,NE,2021-09-23 05:19:21,18.7369,7.3853,84.81,33,58,9.84
479,Berbera,SO,2021-09-23 05:19:21,10.4396,45.0143,92.91,45,81,13.2
480,Malegaon,IN,2021-09-23 05:19:22,20.55,74.5333,81.84,67,94,4.21
481,Magnitogorsk,RU,2021-09-23 05:19:23,53.4186,59.0472,43.63,61,50,4.47
482,Delano,US,2021-09-23 05:19:23,35.7688,-119.247,84.78,31,1,4.61
483,Kolaras,IN,2021-09-23 05:19:24,25.2333,77.6,82.08,71,48,8.12
484,Sereflikochisar,TR,2021-09-23 05:19:24,38.9393,33.5386,59.2,48,100,8.46
485,Altamont,US,2021-09-23 05:19:25,42.2068,-121.7372,55.89,65,1,4.61
486,Hachinohe,JP,2021-09-23 05:19:25,40.5,141.5,77.94,59,18,8.68
487,Ixtapa,MX,2021-09-23 05:16:28,20.7,-105.2,82.22,89,72,3.15
488,Corrente,BR,2021-09-23 05:19:26,-3.7367,-43.3394,74.5,88,83,5.39
489,Mayumba,GA,2021-09-23 05:19:26,-3.432,10.6554,75.34,85,100,6.58
490,Vostok,RU,2021-09-23 05:19:27,46.4856,135.8833,45.7,95,100,4.36
491,Novo Lino,BR,2021-09-23 05:19:27,-8.915,-35.6467,76.53,98,55,0.87
492,Chitral,PK,2021-09-23 05:19:27,35.8462,71.7858,73.98,46,0,3.33
493,Templin,DE,2021-09-23 05:19:28,53.1186,13.5022,53.94,95,34,10.02
494,Jasidih,IN,2021-09-23 05:19:28,24.5167,86.65,82.81,76,93,11.9
495,Iqaluit,CA,2021-09-23 05:19:29,63.7506,-68.5145,33.53,75,90,5.75
496,Asau,RO,2021-09-23 05:19:29,46.4333,26.4,47.75,92,100,1.5
497,Zhezkazgan,KZ,2021-09-23 05:19:30,47.8043,67.7144,51.53,32,55,14.63
498,Atambua,ID,2021-09-23 05:19:30,-9.1061,124.8925,85.46,41,59,2.37
499,Lubango,AO,2021-09-23 05:19:31,-14.9172,13.4925,64.94,33,67,6.55
500,La Libertad,EC,2021-09-23 05:19:31,-2.2333,-80.9,69.3,83,99,10.8
501,Alexandria,EG,2021-09-23 05:19:07,31.2156,29.9553,79.11,66,0,9.53
502,Taft,IR,2021-09-23 05:19:32,31.7471,54.2088,80.55,13,40,4.61
503,Escanaba,US,2021-09-23 05:15:35,45.7453,-87.0646,54.03,88,1,5.75
504,Liepaja,LV,2021-09-23 05:19:33,56.5419,21.0367,46.45,87,90,8.05
505,Ferreira Do Alentejo,PT,2021-09-23 05:19:33,38.05,-8.0333,60.39,94,75,6.91
506,Salalah,OM,2021-09-23 05:19:34,17.0151,54.0924,84.29,79,75,5.75
507,Tautira,PF,2021-09-23 05:19:34,-17.7333,-149.15,77.02,68,9,7.76
508,Kulim,MY,2021-09-23 05:19:34,5.365,100.5618,89.15,65,92,5.57
509,Esso,RU,2021-09-23 05:19:35,55.9333,158.7,44.96,79,96,3.6
510,Amahai,ID,2021-09-23 05:19:35,-3.3333,128.9167,79.52,85,82,9.04
511,Shache,CN,2021-09-23 05:19:36,38.4167,77.2406,81.91,12,0,4.14
512,Opuwo,NA,2021-09-23 05:19:36,-18.0607,13.84,69.35,22,57,3.96
513,Korce,AL,2021-09-23 05:19:36,40.6186,20.7808,43.07,88,50,4.12
514,Port Hedland,AU,2021-09-23 05:19:37,-20.3167,118.5667,84.25,24,100,17.27
515,Sao Bento Do Sul,BR,2021-09-23 05:19:37,-26.2503,-49.3786,51.24,74,65,2.57
516,Sambava,MG,2021-09-23 05:19:38,-14.2667,50.1667,73.81,67,5,9.78
517,Zhanaozen,KZ,2021-09-23 05:19:38,43.3,52.8,72.01,17,71,21.52
518,Lodja,CD,2021-09-23 05:19:39,-3.4833,23.4333,70.9,86,97,1.21
519,Yambio,SS,2021-09-23 05:19:39,4.5721,28.3955,69.91,90,75,1.36
520,Amapa,BR,2021-09-23 05:17:44,1.0,-52.0,70.12,99,94,2.77
521,Guadalupe Victoria,MX,2021-09-23 05:19:40,32.2869,-115.105,91.94,20,0,7.09
522,Lagoa,PT,2021-09-23 05:19:40,39.05,-27.9833,69.19,71,2,10.74
523,Sivas,TR,2021-09-23 05:19:41,39.7916,37.0019,47.03,100,75,8.05
524,Pontianak,ID,2021-09-23 05:19:41,-0.0333,109.3333,82.38,89,75,3.44
525,Prince Rupert,CA,2021-09-23 05:15:04,54.3161,-130.3201,50.16,74,100,4.29
526,Gorontalo,ID,2021-09-23 05:19:42,0.5412,123.0595,82.33,83,47,2.91
527,Sisimiut,GL,2021-09-23 05:19:43,66.9395,-53.6735,26.44,66,1,9.04
528,Palana,RU,2021-09-23 05:19:43,59.1167,159.9667,44.4,77,100,3.36
529,Nerchinskiy Zavod,RU,2021-09-23 05:19:44,51.3088,119.61,59.34,59,100,11.3
530,Ulaangom,MN,2021-09-23 05:19:44,49.9811,92.0667,51.76,34,85,4.14
531,Ust-Nera,RU,2021-09-23 05:19:44,64.5667,143.2,48.79,43,28,5.88
532,Thinadhoo,MV,2021-09-23 05:19:45,0.5333,72.9333,83.97,74,96,15.95
533,Fort Wellington,GY,2021-09-23 05:19:46,6.4,-57.6,79.23,83,18,7.81
534,Nongstoin,IN,2021-09-23 05:19:46,25.5167,91.2667,76.51,67,28,4.47
535,Ahuimanu,US,2021-09-23 05:19:47,21.4447,-157.8378,80.31,72,75,16.11
536,Navahrudak,BY,2021-09-23 05:19:47,53.6,25.8333,40.35,95,99,6.24
537,Odesskoye,RU,2021-09-23 05:19:48,54.2111,72.9651,41.02,74,88,7.94
538,Inirida,CO,2021-09-23 05:19:48,3.8653,-67.9239,73.92,97,100,1.39
539,Sioux Lookout,CA,2021-09-23 05:19:49,50.1001,-91.917,57.58,87,1,5.75
540,Nogliki,RU,2021-09-23 05:19:49,51.8333,143.1667,53.46,76,64,12.95
541,Saint-Francois,FR,2021-09-23 05:19:50,46.4154,3.9054,45.84,100,90,2.3
542,Tecolutla,MX,2021-09-23 05:19:50,20.4833,-97.0167,76.32,89,81,11.14
543,Magaria,NE,2021-09-23 05:19:51,12.9983,8.9099,73.53,84,86,9.1
544,Nokha,IN,2021-09-23 05:19:51,27.6,73.4167,83.28,68,92,8.9
545,Rorvik,NO,2021-09-23 05:19:52,64.8621,11.2373,48.31,87,40,8.05
546,Jasrana,IN,2021-09-23 05:19:14,27.25,78.6833,86.77,62,88,9.62
547,Kendari,ID,2021-09-23 05:19:52,-3.945,122.4989,74.19,95,100,3.0
548,Cabo San Lucas,MX,2021-09-23 05:19:53,22.8909,-109.9124,85.51,78,63,8.79
549,Liku,ID,2021-09-23 05:19:53,-0.7275,119.8922,84.76,70,89,2.91
