City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
166,Satinka,RU,2021-09-23 05:16:46,52.3792,41.6819,48.24,80,100,6.15
167,Banda Aceh,ID,2021-09-23 05:16:46,5.5577,95.3222,86.31,62,85,6.38
168,Longyearbyen,SJ,2021-09-23 05:16:47,78.2186,15.6401,44.44,76,75,14.97
169,Stuttgart,DE,2021-09-23 05:16:47,48.7823,9.177,46.45,94,59,2.3
170,Nador,MA,2021-09-23 05:16:47,35.174,-2.9287,70.05,94,40,8.05
171,Atar,MR,2021-09-23 05:16:48,20.5169,-13.0499,84.79,24,16,9.62
172,Druzhba,UA,2021-09-23 05:16:48,52.0428,33.9453,42.33,95,100,4.94
173,Bilma,NE,2021-09-23 05:16:49,18.6853,12.9164,84.63,14,100,5.26
174,San Patricio,US,2021-09-23 05:16:49,28.017,-97.5169,80.46,40,16,6.53
175,Umm Lajj,SA,2021-09-23 05:16:50,25.0213,37.2685,85.01,67,1,5.86
176,Padang,ID,2021-09-23 05:16:50,-0.9492,100.3543,86.05,68,87,5.53
177,Honiara,SB,2021-09-23 05:16:50,-9.4333,159.95,82.78,75,93,4.12
178,Talnakh,RU,2021-09-23 05:16:51,69.4865,88.3972,37.63,63,28,2.3
179,Nishihara,JP,2021-09-23 05:16:51,26.1842,127.7558,88.88,82,75,3.44
180,Partenit,UA,2021-09-23 05:16:52,44.578,34.3446,53.2,66,100,6.11
181,Alta Floresta,BR,2021-09-23 05:16:52,-9.8756,-56.0861,76.05,37,45,2.06
182,Ancud,CL,2021-09-23 05:16:53,-41.8697,-73.8203,50.43,81,100,12.86
183,Cherskiy,RU,2021-09-23 05:16:54,68.75,161.3,33.31,81,100,4.9
184,Shingu,JP,2021-09-23 05:16:54,33.7333,135.9833,83.91,46,18,4.23
185,Praia,CV,2021-09-23 05:16:54,14.9215,-23.5087,77.54,83,20,13.8
186,Chokurdakh,RU,2021-09-23 05:16:55,70.6333,147.9167,34.86,58,100,2.93
187,Corner Brook,CA,2021-09-23 05:16:55,48.9667,-57.9484,62.76,99,64,4.07
188,Plouzane,FR,2021-09-23 05:16:56,48.3833,-4.6167,55.45,97,90,2.3
189,Niquelandia,BR,2021-09-23 05:16:56,-14.4739,-48.4597,83.75,23,57,2.53
190,Gazli,UZ,2021-09-23 05:16:57,40.1333,63.45,73.63,13,0,19.33
191,Saint-Donat-De-Montcalm,CA,2021-09-23 05:16:57,46.3187,-74.2219,64.26,99,100,3.96
192,Koundara,GN,2021-09-23 05:16:58,12.4833,-13.3,74.66,97,99,4.41
193,Monastyrshchina,RU,2021-09-23 05:16:58,54.3496,31.838,38.57,96,100,1.54
194,Erzin,TR,2021-09-23 05:16:59,36.9559,36.2,70.32,72,5,2.26
195,Vibo Valentia,IT,2021-09-23 05:16:59,38.6996,16.1274,66.15,87,10,2.44
196,Zovuni,AM,2021-09-23 05:17:00,40.5108,44.4289,56.68,66,38,3.38
197,Khani,GE,2021-09-23 05:17:00,41.9563,42.9566,54.97,90,93,2.71
198,Dukat,RU,2021-09-23 05:17:01,62.55,155.55,43.29,63,98,4.92
199,Karasburg,NA,2021-09-23 05:17:01,-28.0167,18.75,62.38,18,43,6.76
200,Bathsheba,BB,2021-09-23 05:17:02,13.2167,-59.5167,81.21,78,20,10.36
201,Tessalit,ML,2021-09-23 05:17:02,20.1986,1.0114,90.27,17,86,7.47
202,Waipawa,NZ,2021-09-23 05:17:02,-41.4122,175.5153,56.44,95,100,2.51
203,Qaqortoq,GL,2021-09-23 05:17:03,60.7167,-46.0333,39.7,89,100,13.67
204,Grand Bank,CA,2021-09-23 05:17:03,47.0999,-55.765,57.96,94,75,11.34
205,Buala,SB,2021-09-23 05:17:04,-8.145,159.5921,83.5,70,60,5.55
206,Hillsboro,US,2021-09-23 05:13:02,45.5229,-122.9898,64.89,78,20,5.75
207,San Luis,AR,2021-09-23 05:17:04,-33.295,-66.3356,56.66,46,3,4.68
208,Srednekolymsk,RU,2021-09-23 05:17:05,67.45,153.6833,41.79,48,41,5.41
209,Emba,KZ,2021-09-23 05:17:05,48.8264,58.1442,58.37,25,85,16.51
210,Russkaya Polyana,UA,2021-09-23 05:17:05,49.417,31.9201,44.22,89,100,8.14
211,Port Lincoln,AU,2021-09-23 05:15:06,-34.7333,135.8667,65.84,45,0,16.58
212,Coquimbo,CL,2021-09-23 05:17:06,-29.9533,-71.3436,51.53,76,20,3.44
213,Rafaela,AR,2021-09-23 05:17:06,-31.2503,-61.4867,50.05,81,54,3.0
214,Fergus Falls,US,2021-09-23 05:17:07,46.283,-96.0776,59.72,60,1,7.0
215,Hovd,MN,2021-09-23 05:17:07,48.0056,91.6419,52.57,13,99,3.56
216,Luderitz,NA,2021-09-23 05:17:08,-26.6481,15.1594,56.79,79,1,5.35
217,Sirari,TZ,2021-09-23 05:17:08,-1.2333,34.4333,65.41,66,83,9.57
218,Puerto Escondido,MX,2021-09-23 05:17:09,15.85,-97.0667,79.47,81,29,4.76
219,Tura,IN,2021-09-23 05:17:09,25.5198,90.2201,84.47,66,76,2.17
220,College,US,2021-09-23 05:17:11,64.8569,-147.8028,35.26,66,20,6.91
221,Vestmannaeyjar,IS,2021-09-23 05:17:11,63.4427,-20.2734,42.1,61,67,1.92
222,Alofi,NU,2021-09-23 05:17:12,-19.0595,-169.9187,75.09,69,68,12.66
223,Nelson Bay,AU,2021-09-23 05:17:12,-32.7167,152.15,79.77,52,1,1.01
224,Fortuna,US,2021-09-23 05:12:43,40.5982,-124.1573,57.42,64,1,1.01
225,Konevo,RU,2021-09-23 05:17:13,62.1215,39.3192,40.19,92,86,5.64
226,Raudeberg,NO,2021-09-23 05:17:13,61.9875,5.1352,48.87,93,100,4.0
227,Rumia,PL,2021-09-23 05:17:14,54.5709,18.388,56.89,88,93,12.86
228,Maracaju,BR,2021-09-23 05:17:14,-21.6144,-55.1683,75.67,43,100,9.28
229,Grindavik,IS,2021-09-23 05:17:15,63.8424,-22.4338,41.47,81,75,8.05
230,Hamilton,US,2021-09-23 05:15:00,39.1834,-84.5333,54.57,94,90,3.0
231,Caravelas,BR,2021-09-23 05:17:16,-17.7125,-39.2481,71.73,64,100,13.89
232,Mananara,MG,2021-09-23 05:17:16,-16.1667,49.7667,73.54,72,25,4.05
233,Inyonga,TZ,2021-09-23 05:17:17,-6.7167,32.0667,69.96,44,91,8.57
234,Saravan,AM,2021-09-23 05:17:17,39.7196,45.6483,57.85,45,3,4.41
235,Nanortalik,GL,2021-09-23 05:17:18,60.1432,-45.2371,37.8,91,100,21.25
236,Valko,HU,2021-09-23 05:17:18,47.5639,19.5127,44.38,87,6,4.41
237,Havoysund,NO,2021-09-23 05:17:19,70.9963,24.6622,49.08,81,100,14.7
238,Mayo,US,2021-09-23 05:17:19,38.8876,-76.5119,77.16,88,40,17.0
239,Rio Grande,BR,2021-09-23 05:17:20,-32.035,-52.0986,59.31,78,97,16.31
240,Starkville,US,2021-09-23 05:17:20,33.4504,-88.8184,56.86,95,0,5.35
241,Tabas,IR,2021-09-23 05:17:21,33.5959,56.9244,87.48,11,81,3.47
242,Tezu,IN,2021-09-23 05:17:21,27.9167,96.1667,85.68,61,61,3.53
243,Dingle,PH,2021-09-23 05:17:22,10.9995,122.6711,87.1,67,100,2.98
244,Port Charlotte,US,2021-09-23 05:16:01,26.9762,-82.0906,80.65,89,1,5.01
245,Korla,CN,2021-09-23 05:17:23,41.7597,86.1469,73.22,22,100,3.27
246,Qaanaaq,GL,2021-09-23 05:17:23,77.484,-69.3632,12.85,56,5,8.14
247,Paamiut,GL,2021-09-23 05:17:24,61.994,-49.6678,34.47,74,37,14.09
248,Alicante,ES,2021-09-23 05:12:53,38.3452,-0.4815,70.41,76,20,1.14
249,Batagay,RU,2021-09-23 05:17:24,67.6333,134.6333,51.46,41,45,6.33
250,Nouadhibou,MR,2021-09-23 05:17:25,20.931,-17.0347,70.34,84,4,18.86
251,Vaini,TO,2021-09-23 05:17:25,-21.2,-175.2,75.36,83,20,6.91
252,Buraydah,SA,2021-09-23 05:17:26,26.326,43.975,82.85,15,7,5.08
253,Contamana,PE,2021-09-23 05:17:26,-7.3333,-75.0167,71.87,88,93,1.81
254,Roseau,DM,2021-09-23 05:17:27,15.3017,-61.3881,81.25,78,8,7.78
255,Tahta,EG,2021-09-23 05:17:27,26.7693,31.5021,79.61,35,0,10.22
256,Saint Anthony,US,2021-09-23 05:17:27,45.0205,-93.218,56.14,84,1,0.0
257,Villa Bruzual,VE,2021-09-23 05:17:28,9.3328,-69.1208,73.09,96,100,1.88
258,Hofn,IS,2021-09-23 05:17:28,64.2539,-15.2082,40.53,52,1,7.92
259,Caucaia,BR,2021-09-23 05:17:29,-3.7361,-38.6531,79.03,78,40,6.91
260,Juneau,US,2021-09-23 05:15:20,58.3019,-134.4197,46.4,95,90,8.05
261,Yorosso,ML,2021-09-23 05:17:30,12.3536,-4.7761,71.44,89,62,6.02
262,Lata,PT,2021-09-23 05:17:31,40.1629,-8.3327,61.07,88,100,4.72
263,Yarmouth,US,2021-09-23 05:17:31,41.7057,-70.2286,72.18,89,1,1.99
264,Mount Gambier,AU,2021-09-23 05:17:32,-37.8333,140.7667,62.2,57,0,14.34
265,Aripuana,BR,2021-09-23 05:17:32,-9.1667,-60.6333,77.29,37,31,1.59
266,Enterprise,US,2021-09-23 05:17:33,36.0252,-115.2419,86.47,20,20,5.75
267,Piacabucu,BR,2021-09-23 05:17:33,-10.4056,-36.4344,75.47,90,19,8.81
268,Lorengau,PG,2021-09-23 05:17:34,-2.0226,147.2712,82.62,77,60,8.5
269,Marquette,US,2021-09-23 05:17:34,46.5333,-87.6335,48.34,77,2,4.61
270,Burnie,AU,2021-09-23 05:17:35,-41.0667,145.9167,53.98,85,66,17.56
271,Porangatu,BR,2021-09-23 05:17:35,-13.4408,-49.1486,87.93,22,60,5.26
272,Lompoc,US,2021-09-23 05:17:36,34.6391,-120.4579,60.48,88,90,3.44
273,Necochea,AR,2021-09-23 05:17:36,-38.5473,-58.7368,50.04,92,100,8.75
274,Sola,VU,2021-09-23 05:17:36,-13.8833,167.55,78.76,77,91,9.93
275,Adrar,MR,2021-09-23 05:17:37,20.5022,-10.0711,83.23,22,45,10.45
276,Uvinza,TZ,2021-09-23 05:17:37,-5.1036,30.3911,74.37,46,64,11.39
277,Saryg-Sep,RU,2021-09-23 05:17:38,51.5,95.6,54.86,25,65,2.42
278,Paracuru,BR,2021-09-23 05:17:39,-3.41,-39.0306,79.11,86,28,9.22
279,Udachnyy,RU,2021-09-23 05:17:39,66.4167,112.4,43.48,51,27,12.55
280,Anadyr,RU,2021-09-23 05:17:40,64.75,177.4833,34.3,93,75,13.42
281,Khatanga,RU,2021-09-23 05:17:40,71.9667,102.5,36.88,95,99,0.69
282,Namibe,AO,2021-09-23 05:17:41,-15.1961,12.1522,62.29,92,49,5.06
283,Hambantota,LK,2021-09-23 05:17:41,6.1241,81.1185,88.11,62,6,18.68
284,Ordzhonikidze,KZ,2021-09-23 05:17:42,52.4411,61.7408,47.97,54,15,9.31
285,Bedele,ET,2021-09-23 05:17:43,8.456,36.353,57.02,95,78,1.12
286,Bonthe,SL,2021-09-23 05:17:43,7.5264,-12.505,74.97,92,100,3.38
287,Sao Jose Da Coroa Grande,BR,2021-09-23 05:17:43,-8.8978,-35.1478,75.88,88,32,7.2
288,Ambulu,ID,2021-09-23 05:17:44,-8.345,113.6058,87.08,62,84,11.34
289,Xiaoshi,CN,2021-09-23 05:17:44,41.2971,124.1209,62.62,98,100,2.44
290,Jiaohe,CN,2021-09-23 05:17:45,43.7286,127.3447,54.5,90,100,3.4
291,Isangel,VU,2021-09-23 05:17:45,-19.55,169.2667,73.15,84,69,14.81
292,Ekhabi,RU,2021-09-23 05:17:46,53.5102,142.9671,54.14,70,83,12.12
293,Kavaratti,IN,2021-09-23 05:17:46,10.5669,72.642,82.56,76,100,16.55
294,Palmer,US,2021-09-23 05:17:47,42.1584,-72.3287,72.21,80,1,1.99
