City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
261,Cermik,TR,2021-10-02 04:20:57,38.1361,39.4493,52.29,43,0,3.44,clear sky
262,Vardo,NO,2021-10-02 04:20:58,70.3705,31.1107,46.49,84,93,21.61,overcast clouds
263,La Seyne-Sur-Mer,FR,2021-10-02 04:20:58,43.0982,5.8847,66.88,65,100,2.8,overcast clouds
264,Hambantota,LK,2021-10-02 04:20:59,6.1241,81.1185,81.7,70,98,6.06,overcast clouds
265,Tiksi,RU,2021-10-02 04:17:28,71.6872,128.8694,31.87,72,38,6.44,scattered clouds
266,Makakilo City,US,2021-10-02 04:21:00,21.3469,-158.0858,79.12,64,40,9.22,scattered clouds
267,Paamiut,GL,2021-10-02 04:21:00,61.994,-49.6678,39.11,66,2,9.31,clear sky
268,Liwale,TZ,2021-10-02 04:21:01,-9.7667,37.9333,66.94,90,73,4.29,broken clouds
269,Husavik,IS,2021-10-02 04:21:01,66.0449,-17.3389,42.71,98,100,19.46,overcast clouds
270,Labuhan,ID,2021-10-02 04:21:02,-6.8844,112.2051,85.5,59,100,5.26,overcast clouds
271,Sao Miguel Do Araguaia,BR,2021-10-02 04:21:03,-13.275,-50.1628,82.98,46,56,3.2,broken clouds
272,Lorengau,PG,2021-10-02 04:15:37,-2.0226,147.2712,84.78,65,74,3.29,broken clouds
273,Atambua,ID,2021-10-02 04:21:04,-9.1061,124.8925,86.68,52,99,4.76,overcast clouds
274,Portland,US,2021-10-02 04:21:04,45.5234,-122.6762,59.09,81,1,1.01,clear sky
275,Senneterre,CA,2021-10-02 04:21:05,48.3835,-77.2328,50.22,99,100,4.65,moderate rain
276,Dong Hoi,VN,2021-10-02 04:21:01,17.4833,106.6,86.09,72,38,6.85,scattered clouds
277,Bowen,AU,2021-10-02 04:21:06,-20.0167,148.2333,81.01,65,0,15.86,clear sky
278,Coihaique,CL,2021-10-02 04:16:16,-45.5752,-72.0662,37.35,93,90,4.61,light rain
279,Qadirpur Ran,PK,2021-10-02 04:21:07,30.2924,71.6712,84.09,42,82,13.33,broken clouds
280,Tagusao,PH,2021-10-02 04:21:07,9.1924,117.8141,84.51,73,96,4.07,overcast clouds
281,Burgeo,CA,2021-10-02 04:21:08,47.6167,-57.6152,56.39,93,68,5.46,broken clouds
282,Alofi,NU,2021-10-02 04:21:08,-19.0595,-169.9187,76.89,78,76,17.27,broken clouds
283,Sitio Novo Do Tocantins,BR,2021-10-02 04:21:09,-5.5183,-47.4611,71.53,100,20,0.0,few clouds
284,Halifax,CA,2021-10-02 04:20:32,44.6453,-63.5724,51.85,93,93,5.75,overcast clouds
285,Yerbogachen,RU,2021-10-02 04:21:10,61.2767,108.0108,40.69,52,94,3.02,overcast clouds
286,Grobina,LV,2021-10-02 04:21:10,56.5352,21.1678,44.38,93,1,6.91,clear sky
287,Laguna,US,2021-10-02 04:12:40,38.421,-121.4238,76.08,42,1,3.44,clear sky
288,Lakselv,NO,2021-10-02 04:21:11,70.0513,24.9718,49.82,76,90,21.85,overcast clouds
289,Port Hardy,CA,2021-10-02 04:21:12,50.6996,-127.4199,53.6,93,90,5.75,light rain
290,Omsukchan,RU,2021-10-02 04:21:12,62.5333,155.8,32.65,92,99,11.7,overcast clouds
291,Conde,BR,2021-10-02 04:21:13,-7.2597,-34.9075,76.46,94,40,3.44,scattered clouds
292,Shakiso,ET,2021-10-02 04:21:14,5.75,38.9167,60.03,99,100,0.98,heavy intensity rain
293,Yenagoa,NG,2021-10-02 04:21:14,4.9247,6.2642,74.25,95,100,2.44,overcast clouds
294,Fortuna,US,2021-10-02 04:21:15,40.5982,-124.1573,62.19,72,90,0.0,overcast clouds
295,Khorixas,NA,2021-10-02 04:21:15,-20.3667,14.9667,46.9,67,0,4.12,clear sky
296,Mountain Home,US,2021-10-02 04:19:52,43.133,-115.6912,58.48,31,75,5.75,broken clouds
297,Caravelas,BR,2021-10-02 04:21:16,-17.7125,-39.2481,74.19,83,0,10.58,clear sky
298,Santo Domingo,DO,2021-10-02 04:21:16,18.5001,-69.9886,74.88,95,26,5.41,scattered clouds
299,Nanortalik,GL,2021-10-02 04:21:17,60.1432,-45.2371,38.3,60,0,9.53,clear sky
300,Yeppoon,AU,2021-10-02 04:21:17,-23.1333,150.7333,87.58,34,4,1.72,clear sky
301,Taoudenni,ML,2021-10-02 04:16:49,22.6783,-3.9836,88.29,11,4,11.32,clear sky
302,Half Moon Bay,US,2021-10-02 04:21:18,37.4636,-122.4286,75.02,62,1,0.0,clear sky
303,Djougou,BJ,2021-10-02 04:21:18,9.7085,1.666,70.7,96,43,4.34,scattered clouds
304,Sola,VU,2021-10-02 04:21:19,-13.8833,167.55,77.32,88,100,19.26,moderate rain
305,Awbari,LY,2021-10-02 04:21:20,26.5921,12.7805,68.68,43,46,5.75,scattered clouds
306,Airai,TL,2021-10-02 04:21:21,-8.9266,125.4092,80.83,37,99,2.89,overcast clouds
307,Cabo San Lucas,MX,2021-10-02 04:11:07,22.8909,-109.9124,83.61,81,50,4.12,scattered clouds
308,Gogrial,SS,2021-10-02 04:21:21,8.5332,28.1004,71.94,86,88,4.88,overcast clouds
309,Srednekolymsk,RU,2021-10-02 04:21:22,67.45,153.6833,32.13,91,100,2.91,overcast clouds
310,Galgamacsa,HU,2021-10-02 04:21:22,47.6956,19.3872,51.85,88,10,3.38,clear sky
311,Sergeyevka,KZ,2021-10-02 04:21:23,53.88,67.4158,35.38,69,65,6.96,broken clouds
312,Egvekinot,RU,2021-10-02 04:16:52,66.3167,-179.1667,12.94,78,1,3.69,clear sky
313,Vostok,RU,2021-10-02 04:21:24,46.4856,135.8833,50.61,50,65,7.02,broken clouds
314,Palmer,US,2021-10-02 04:16:43,42.1584,-72.3287,49.93,92,1,4.61,clear sky
315,Kavieng,PG,2021-10-02 04:21:25,-2.5744,150.7967,85.19,60,37,2.71,scattered clouds
316,Ocampo,MX,2021-10-02 04:21:25,21.65,-101.5,58.82,88,100,3.36,overcast clouds
317,Port Blair,IN,2021-10-02 04:21:26,11.6667,92.75,83.39,75,100,10.85,overcast clouds
318,Kalmunai,LK,2021-10-02 04:21:26,7.4167,81.8167,83.07,67,81,2.04,broken clouds
319,Biak,ID,2021-10-02 04:21:27,-0.9131,122.8766,82.94,72,51,4.27,broken clouds
320,Kahului,US,2021-10-02 04:17:15,20.8947,-156.47,80.62,76,1,20.71,clear sky
321,Athabasca,CA,2021-10-02 04:21:28,54.7169,-113.2854,44.42,40,23,4.72,few clouds
322,Imbituba,BR,2021-10-02 04:21:28,-28.24,-48.6703,69.69,95,100,8.1,overcast clouds
323,Gari,RU,2021-10-02 04:21:29,59.4307,62.3497,34.32,70,43,3.91,scattered clouds
324,Broken Hill,AU,2021-10-02 04:21:29,-31.95,141.4333,72.61,29,8,10.67,clear sky
325,Ishigaki,JP,2021-10-02 04:21:30,24.3448,124.1572,86.13,66,20,10.36,few clouds
326,Ostrovnoy,RU,2021-10-02 04:21:30,68.0531,39.5131,40.05,82,61,15.14,broken clouds
327,Odweyne,SO,2021-10-02 04:21:31,9.4092,45.064,74.14,62,73,13.35,broken clouds
328,Bathsheba,BB,2021-10-02 04:21:31,13.2167,-59.5167,83.01,78,40,21.85,scattered clouds
329,Tukrah,LY,2021-10-02 04:21:32,32.5341,20.5791,70.12,65,0,12.35,clear sky
330,Buala,SB,2021-10-02 04:21:32,-8.145,159.5921,83.53,73,96,1.3,light rain
331,Lavrentiya,RU,2021-10-02 04:21:33,65.5833,-171.0,27.54,76,30,12.57,scattered clouds
332,Iranshahr,IR,2021-10-02 04:21:33,27.2025,60.6848,91.74,17,100,16.11,overcast clouds
333,Bajram Curri,AL,2021-10-02 04:21:34,42.3554,20.0784,53.73,82,0,2.71,clear sky
334,Aklavik,CA,2021-10-02 04:15:45,68.2191,-135.0107,34.63,99,100,2.93,overcast clouds
335,Raudeberg,NO,2021-10-02 04:21:34,61.9875,5.1352,56.98,67,7,10.0,clear sky
336,Bosaso,SO,2021-10-02 04:21:35,11.2842,49.1816,90.72,52,88,4.0,overcast clouds
337,Anadyr,RU,2021-10-02 04:18:22,64.75,177.4833,19.9,79,0,4.47,clear sky
338,Nelas,PT,2021-10-02 04:21:36,40.5322,-7.8515,57.99,94,91,1.25,overcast clouds
339,Inndyr,NO,2021-10-02 04:21:36,67.0338,14.0276,57.24,81,100,11.41,overcast clouds
340,Tautira,PF,2021-10-02 04:21:37,-17.7333,-149.15,80.62,73,30,19.15,scattered clouds
341,Rawson,AR,2021-10-02 04:20:51,-43.3002,-65.1023,58.05,45,100,15.48,overcast clouds
342,Aksha,RU,2021-10-02 04:21:37,50.2814,113.2867,44.02,45,100,8.72,overcast clouds
343,San Francisco,US,2021-10-02 04:14:20,37.7749,-122.4194,75.07,72,1,1.99,clear sky
344,Vysokogornyy,RU,2021-10-02 04:21:38,50.1167,139.15,49.87,51,80,7.83,broken clouds
345,Cherskiy,RU,2021-10-02 04:21:39,68.75,161.3,25.43,73,100,12.57,overcast clouds
346,Lukulu,ZM,2021-10-02 04:21:39,-14.3707,23.242,71.4,54,88,5.66,overcast clouds
347,Morro Bay,US,2021-10-02 04:21:29,35.3658,-120.8499,73.74,61,8,0.63,clear sky
348,Topeka,US,2021-10-02 04:21:40,39.0483,-95.678,67.73,92,1,0.0,clear sky
349,Souillac,MU,2021-10-02 04:21:41,-20.5167,57.5167,76.35,69,40,12.66,scattered clouds
350,Westport,US,2021-10-02 04:18:36,41.1415,-73.3579,60.76,82,1,3.0,clear sky
351,Savelugu,GH,2021-10-02 04:21:41,9.6244,-0.8253,76.12,87,100,4.21,overcast clouds
352,Kismayo,SO,2021-10-02 04:21:42,-0.3582,42.5454,77.43,79,100,14.61,overcast clouds
353,Arequipa,PE,2021-10-02 04:20:37,-16.3989,-71.535,53.67,32,0,3.44,clear sky
354,Antofagasta,CL,2021-10-02 04:21:43,-23.65,-70.4,56.48,78,37,8.32,scattered clouds
355,Rio Verde De Mato Grosso,BR,2021-10-02 04:21:43,-18.9181,-54.8442,80.06,59,8,4.99,clear sky
356,Bloomington,US,2021-10-02 04:21:44,44.8408,-93.2983,69.35,90,75,0.0,broken clouds
357,Touros,BR,2021-10-02 04:21:44,-5.1989,-35.4608,76.1,83,7,12.66,clear sky
358,Pondicherry,IN,2021-10-02 04:21:44,11.93,79.83,84.58,79,40,4.61,scattered clouds
359,Lewiston,US,2021-10-02 04:21:45,44.1003,-70.2148,53.22,92,90,3.44,overcast clouds
360,Tuburan,PH,2021-10-02 04:21:45,6.6439,122.2736,84.4,69,49,3.02,moderate rain
361,Narsaq,GL,2021-10-02 04:15:26,60.9167,-46.05,32.22,44,0,4.45,clear sky
362,Broome,US,2021-10-02 04:21:46,42.2506,-75.833,52.0,77,24,3.11,few clouds
363,Severo-Yeniseyskiy,RU,2021-10-02 04:21:47,60.3725,93.0408,34.75,76,100,5.79,overcast clouds
364,Kenai,US,2021-10-02 04:21:47,60.5544,-151.2583,41.02,77,90,8.05,overcast clouds
365,Sibolga,ID,2021-10-02 04:21:48,1.7427,98.7792,86.58,55,99,4.63,overcast clouds
366,Lerwick,GB,2021-10-02 04:21:48,60.1545,-1.1494,50.0,77,80,25.81,broken clouds
367,Aksu,CN,2021-10-02 04:21:49,41.1231,80.2644,72.77,22,66,4.34,broken clouds
368,Samana,DO,2021-10-02 04:21:49,19.2056,-69.3369,76.6,85,87,3.74,overcast clouds
369,Luganville,VU,2021-10-02 04:21:50,-15.5333,167.1667,75.22,90,100,4.81,overcast clouds
370,Ruthin,GB,2021-10-02 04:21:50,53.1137,-3.3178,49.73,91,100,1.99,overcast clouds
371,Floro,NO,2021-10-02 04:21:51,61.5996,5.0328,53.56,66,75,23.02,broken clouds
372,Sinnamary,GF,2021-10-02 04:21:52,5.3833,-52.95,80.38,81,48,9.35,scattered clouds
373,Kalmar,SE,2021-10-02 04:21:52,56.6616,16.3616,53.53,87,96,11.5,overcast clouds
374,Chokurdakh,RU,2021-10-02 04:17:18,70.6333,147.9167,16.32,88,24,2.44,few clouds
375,Nacala,MZ,2021-10-02 04:21:53,-14.5428,40.6728,74.39,81,79,3.89,broken clouds
376,Yar-Sale,RU,2021-10-02 04:21:53,66.8333,70.8333,32.0,83,82,15.97,broken clouds
377,Baijiantan,CN,2021-10-02 04:21:54,45.6333,85.1833,53.04,44,100,13.65,light rain
378,Kirillov,RU,2021-10-02 04:21:54,59.863,38.3813,40.93,94,74,1.99,broken clouds
379,Zabol,AF,2021-10-02 04:21:55,32.25,67.25,70.23,26,21,7.76,few clouds
380,Jiayuguan,CN,2021-10-02 04:21:55,39.8167,98.3,59.95,34,20,10.87,few clouds
381,Bethel,US,2021-10-02 04:16:54,41.3712,-73.414,53.91,88,1,4.61,clear sky
382,Vanimo,PG,2021-10-02 04:21:56,-2.6741,141.3028,81.48,74,100,1.19,overcast clouds
383,Sisimiut,GL,2021-10-02 04:21:57,66.9395,-53.6735,34.7,58,51,6.02,broken clouds
384,Kalabo,ZM,2021-10-02 04:21:58,-14.97,22.6814,70.7,55,75,2.71,broken clouds
385,Stornoway,GB,2021-10-02 04:18:58,58.2093,-6.3865,48.16,81,40,16.11,scattered clouds
386,Veghel,NL,2021-10-02 04:21:58,51.6,5.5333,56.14,93,75,10.36,broken clouds
387,Newport,GB,2021-10-02 04:17:43,51.5877,-2.9984,54.82,84,99,15.84,overcast clouds
388,Shetpe,KZ,2021-10-02 04:21:59,44.1667,52.1167,47.71,33,3,7.87,clear sky
389,Bilma,NE,2021-10-02 04:22:00,18.6853,12.9164,78.1,25,0,13.96,clear sky
390,Nogliki,RU,2021-10-02 04:17:28,51.8333,143.1667,56.93,49,22,6.22,few clouds
391,Bangangte,CM,2021-10-02 04:22:01,5.1409,10.5198,58.37,92,97,2.71,overcast clouds
392,Ciudad Guayana,VE,2021-10-02 04:22:02,8.3533,-62.6528,79.52,87,21,4.32,few clouds
393,Tymovskoye,RU,2021-10-02 04:22:02,50.8456,142.655,58.59,48,19,2.75,few clouds
394,Kulachi,PK,2021-10-02 04:22:03,31.9286,70.4592,91.85,41,38,5.82,scattered clouds
395,Canelli,IT,2021-10-02 04:22:04,44.7215,8.2924,66.07,87,100,1.59,overcast clouds
396,Pacific Grove,US,2021-10-02 04:22:04,36.6177,-121.9166,71.76,89,1,1.01,clear sky
397,Baruun-Urt,MN,2021-10-02 04:16:58,46.6806,113.2792,54.41,39,100,15.05,light rain
398,Asau,RO,2021-10-02 04:22:05,46.4333,26.4,39.76,72,1,1.68,clear sky
399,Ginir,ET,2021-10-02 04:22:06,7.1333,40.7,60.12,87,100,3.74,light rain
400,Bogande,BF,2021-10-02 04:22:06,12.9714,-0.1436,79.86,70,79,7.92,broken clouds
401,Caluquembe,AO,2021-10-02 04:22:07,-13.7833,14.6833,56.91,72,1,1.45,clear sky
402,Sale,MA,2021-10-02 04:22:07,34.0389,-6.8166,66.22,100,75,0.0,fog
403,Kuching,MY,2021-10-02 04:22:08,1.55,110.3333,84.42,70,40,5.75,scattered clouds
404,Santa Isabel Do Rio Negro,BR,2021-10-02 04:22:08,-0.4139,-65.0192,71.38,98,100,0.98,overcast clouds
405,Hovd,MN,2021-10-02 04:22:09,48.0056,91.6419,39.33,30,97,2.1,overcast clouds
406,Ornskoldsvik,SE,2021-10-02 04:22:09,63.2909,18.7153,51.62,100,90,16.11,light rain
407,Chalchihuites,MX,2021-10-02 04:22:10,23.4833,-103.8833,59.04,84,100,2.46,overcast clouds
408,Verkhnevilyuysk,RU,2021-10-02 04:22:10,63.4453,120.3167,42.3,49,54,4.72,broken clouds
409,Abidjan,CI,2021-10-02 04:22:11,5.3094,-4.0197,78.76,100,40,1.14,light rain
410,Omboue,GA,2021-10-02 04:22:11,-1.5746,9.2618,74.91,89,100,4.63,overcast clouds
411,Isangel,VU,2021-10-02 04:22:12,-19.55,169.2667,75.31,100,90,0.0,light rain
412,Razole,IN,2021-10-02 04:22:12,16.4833,81.8333,86.29,65,13,4.07,few clouds
413,Coari,BR,2021-10-02 04:22:13,-4.085,-63.1414,73.36,99,100,2.24,light rain
414,Santiago Del Estero,AR,2021-10-02 04:22:13,-27.7951,-64.2615,66.54,35,95,7.23,overcast clouds
415,Bay Roberts,CA,2021-10-02 04:22:14,47.5999,-53.2648,57.33,97,100,2.53,light rain
416,Mangrol,IN,2021-10-02 04:22:14,21.1167,70.1167,82.58,78,87,8.14,overcast clouds
417,Ihosy,MG,2021-10-02 04:22:15,-22.4,46.1167,62.91,83,29,5.91,scattered clouds
418,Gallup,US,2021-10-02 04:21:18,35.5281,-108.7426,47.16,91,75,0.0,broken clouds
419,Tiruchchendur,IN,2021-10-02 04:22:16,8.4833,78.1167,86.29,77,100,4.29,overcast clouds
420,Hua Hin,TH,2021-10-02 04:19:03,12.5707,99.9588,90.9,74,40,3.44,scattered clouds
421,Winnemucca,US,2021-10-02 04:22:17,40.973,-117.7357,50.05,18,1,0.0,clear sky
422,Matagami,CA,2021-10-02 04:17:25,49.7502,-77.6328,46.51,100,90,4.61,moderate rain
423,Khanu Woralaksaburi,TH,2021-10-02 04:22:18,16.0617,99.8606,86.07,73,92,3.36,overcast clouds
424,Rivera,UY,2021-10-02 04:22:00,-30.9053,-55.5508,54.59,96,0,9.17,clear sky
425,San Ramon,US,2021-10-02 04:17:51,37.7799,-121.978,74.64,47,1,0.0,clear sky
426,Honningsvag,NO,2021-10-02 04:22:18,70.9821,25.9704,47.8,82,79,27.89,broken clouds
427,Saint-Georges,GD,2021-10-02 04:22:19,12.0564,-61.7485,82.08,83,40,6.91,scattered clouds
428,Sur,OM,2021-10-02 04:22:20,22.5667,59.5289,87.87,59,100,9.46,overcast clouds
429,Padang,ID,2021-10-02 04:22:20,-0.9492,100.3543,86.05,61,100,1.77,light rain
430,Makarov,RU,2021-10-02 04:22:21,48.6333,142.8,50.65,91,100,11.61,overcast clouds
431,Bairiki,KI,2021-10-02 04:22:21,1.3292,172.9752,86.0,66,20,11.5,few clouds
432,Carauari,BR,2021-10-02 04:22:22,-4.8828,-66.8958,74.34,93,93,3.2,overcast clouds
433,Saryg-Sep,RU,2021-10-02 04:22:23,51.5,95.6,41.04,57,72,1.5,broken clouds
434,Rundu,NA,2021-10-02 04:22:23,-17.9333,19.7667,63.1,23,8,4.05,clear sky
435,La Asuncion,VE,2021-10-02 04:22:24,11.0333,-63.8628,82.13,83,31,10.36,scattered clouds
436,Petropavlovsk-Kamchatskiy,RU,2021-10-02 04:20:27,53.0452,158.6483,50.59,100,90,4.47,light intensity shower rain
437,Takoradi,GH,2021-10-02 04:22:25,4.8845,-1.7554,75.24,90,100,4.34,light rain
438,Milkovo,RU,2021-10-02 04:22:25,54.7167,158.6167,49.1,80,100,2.08,overcast clouds
439,San Lazaro,BZ,2021-10-02 04:22:26,18.0387,-88.6622,74.98,93,6,4.43,clear sky
440,Lyuban,BY,2021-10-02 04:22:26,52.7985,28.0048,42.15,76,100,8.01,overcast clouds
441,Vila Velha,BR,2021-10-02 04:22:27,-20.3297,-40.2925,75.15,83,75,8.05,broken clouds
442,Komsomolskiy,UZ,2021-10-02 04:22:27,40.4272,71.7189,57.92,35,87,6.91,overcast clouds
443,Port Hedland,AU,2021-10-02 04:22:28,-20.3167,118.5667,86.05,23,14,10.36,few clouds
444,Tamiahua,MX,2021-10-02 04:22:29,21.2667,-97.45,79.74,90,100,8.23,overcast clouds
445,Nikki,BJ,2021-10-02 04:22:29,9.9401,3.2108,71.65,96,52,5.06,broken clouds
446,Liuzhou,CN,2021-10-02 04:22:30,24.3126,109.3892,91.54,52,0,7.07,clear sky
447,Gat,IL,2021-10-02 04:22:30,31.61,34.7642,74.08,100,37,3.85,scattered clouds
448,Whitehorse,CA,2021-10-02 04:22:31,60.7161,-135.0538,44.02,70,90,15.01,light rain
449,Tsogni,GA,2021-10-02 04:22:32,-2.7942,10.0988,73.85,89,100,1.57,overcast clouds
450,Saint-Max,FR,2021-10-02 04:22:32,48.7043,6.21,56.75,86,90,6.91,overcast clouds
451,Lanciano,IT,2021-10-02 04:22:33,42.2167,14.3882,61.95,85,1,2.62,clear sky
452,Samarai,PG,2021-10-02 04:22:33,-10.6167,150.6667,83.17,75,85,12.03,overcast clouds
453,Baoding,CN,2021-10-02 04:22:34,38.8511,115.4903,70.05,77,100,3.11,overcast clouds
454,Tiznit,MA,2021-10-02 04:22:35,29.5833,-9.5,75.83,18,0,0.31,clear sky
455,Oktyabrskiy,RU,2021-10-02 04:22:35,54.4815,53.471,47.25,80,100,4.72,overcast clouds
456,Ilovlya,RU,2021-10-02 04:22:36,49.3033,43.9796,45.7,51,7,2.59,clear sky
457,Madoc,CA,2021-10-02 04:22:36,44.5084,-77.4745,60.04,78,100,4.7,overcast clouds
458,Sorong,ID,2021-10-02 04:22:37,-0.8833,131.25,81.86,77,98,7.36,light rain
459,Palu,ID,2021-10-02 04:22:02,-0.8917,119.8707,87.08,70,97,3.49,overcast clouds
460,Methala,IN,2021-10-02 04:22:37,10.2166,76.2166,80.6,88,96,1.05,overcast clouds
461,Coracao De Jesus,BR,2021-10-02 04:22:38,-16.6853,-44.365,77.72,37,82,8.34,broken clouds
462,Zavodoukovsk,RU,2021-10-02 04:22:38,56.5042,66.5515,37.71,65,100,7.99,overcast clouds
463,Havre-Saint-Pierre,CA,2021-10-02 04:22:39,50.2334,-63.5986,46.4,93,90,11.5,overcast clouds
464,Lata,PT,2021-10-02 04:22:40,40.1629,-8.3327,62.92,98,89,1.34,overcast clouds
465,Orebro,SE,2021-10-02 04:22:41,59.2741,15.2066,51.98,52,40,12.66,scattered clouds
466,Suluq,LY,2021-10-02 04:22:41,31.6682,20.2521,67.17,65,0,6.35,clear sky
467,Mayumba,GA,2021-10-02 04:22:42,-3.432,10.6554,75.56,86,100,3.91,overcast clouds
468,Deputatskiy,RU,2021-10-02 04:22:43,69.3,139.9,22.05,55,0,3.51,clear sky
469,Dumka,IN,2021-10-02 04:22:43,24.2667,87.25,84.76,73,86,9.33,overcast clouds
470,Qrendi,MT,2021-10-02 04:22:43,35.8347,14.4583,73.06,78,75,6.91,broken clouds
471,Siayan,PH,2021-10-02 04:22:44,8.2667,123.1,87.8,64,97,5.39,overcast clouds
472,Santa Maria,BR,2021-10-02 04:20:49,-29.6842,-53.8069,59.65,97,39,4.99,scattered clouds
473,Surt,LY,2021-10-02 04:22:45,31.2089,16.5887,72.72,75,2,7.07,clear sky
474,Aasiaat,GL,2021-10-02 04:22:45,68.7098,-52.8699,28.33,81,100,2.08,overcast clouds
475,Warrington,GB,2021-10-02 04:22:46,53.3925,-2.5802,49.86,87,100,1.99,overcast clouds
476,Glendive,US,2021-10-02 04:22:46,47.1053,-104.7125,62.19,35,1,6.91,clear sky
477,Bom Despacho,BR,2021-10-02 04:22:47,-19.7364,-45.2522,73.22,67,92,6.76,light rain
478,Ambilobe,MG,2021-10-02 04:22:47,-13.2,49.05,75.47,55,22,6.4,few clouds
479,Gashua,NG,2021-10-02 04:22:48,12.871,11.0482,82.62,29,96,7.25,overcast clouds
480,San Buenaventura,MX,2021-10-02 04:22:48,27.0833,-101.5333,74.84,75,84,1.14,broken clouds
481,Svetlogorsk,BY,2021-10-02 04:22:49,52.6333,29.7333,39.85,83,60,6.76,broken clouds
482,Avera,US,2021-10-02 04:22:50,33.194,-82.5271,73.27,75,75,6.42,broken clouds
483,Bang Krathum,TH,2021-10-02 04:22:50,16.5783,100.3003,89.98,74,85,5.64,overcast clouds
484,Bengkulu,ID,2021-10-02 04:16:50,-3.8004,102.2655,84.51,68,100,7.61,overcast clouds
485,Bukama,CD,2021-10-02 04:22:51,-9.2,25.85,70.79,82,34,1.41,scattered clouds
486,Kantunilkin,MX,2021-10-02 04:22:52,21.0917,-87.45,76.95,97,18,2.84,few clouds
487,Mishan,CN,2021-10-02 04:22:52,45.55,131.8833,56.19,43,79,10.09,broken clouds
488,Mimongo,GA,2021-10-02 04:22:53,-1.6195,11.6068,69.22,99,100,1.77,light rain
489,Jalingo,NG,2021-10-02 04:22:53,8.8833,11.3667,73.06,98,99,3.96,overcast clouds
490,Jiuquan,CN,2021-10-02 04:22:54,39.7432,98.5174,62.1,32,7,9.04,clear sky
491,Alta Floresta,BR,2021-10-02 04:22:54,-9.8756,-56.0861,69.13,95,83,1.66,broken clouds
492,Orlik,RU,2021-10-02 04:22:55,52.5178,99.825,30.04,87,100,4.61,light snow
493,Port Lincoln,AU,2021-10-02 04:22:55,-34.7333,135.8667,61.77,74,48,19.48,scattered clouds
494,Grindavik,IS,2021-10-02 04:22:56,63.8424,-22.4338,44.55,87,75,25.32,broken clouds
495,Lasa,IT,2021-10-02 04:19:53,46.6166,10.7002,56.28,90,100,1.48,overcast clouds
496,Orsha,BY,2021-10-02 04:22:57,54.5153,30.4053,35.71,91,23,7.2,few clouds
497,Quimper,FR,2021-10-02 04:22:57,48.0,-4.1,57.78,94,75,5.75,broken clouds
498,Umm Lajj,SA,2021-10-02 04:22:57,25.0213,37.2685,79.99,55,4,8.03,clear sky
499,Kabompo,ZM,2021-10-02 04:22:58,-13.5927,24.2008,68.22,59,64,4.09,broken clouds
500,Alyangula,AU,2021-10-02 04:22:59,-13.8483,136.4192,84.52,58,71,5.44,broken clouds
501,Porto Novo,BJ,2021-10-02 04:22:59,6.4965,2.6036,76.82,92,84,3.36,broken clouds
502,Mbanza-Ngungu,CD,2021-10-02 04:23:00,-5.25,14.8667,69.62,86,100,6.73,overcast clouds
503,Santo Antonio Do Sudoeste,BR,2021-10-02 04:18:02,-26.0736,-53.7253,62.29,99,97,1.77,overcast clouds
504,Tyup,KG,2021-10-02 04:23:00,42.7276,78.3648,35.19,86,100,6.82,moderate rain
505,Bontang,ID,2021-10-02 04:23:01,0.1333,117.5,83.26,75,95,5.84,light rain
506,Togur,RU,2021-10-02 04:23:02,58.3631,82.8265,34.93,82,33,6.53,scattered clouds
507,Dicabisagan,PH,2021-10-02 04:23:02,17.0818,122.4157,83.1,83,100,7.07,overcast clouds
508,Karratha,AU,2021-10-02 04:23:03,-20.7377,116.8463,81.79,22,3,14.45,clear sky
509,Freeport,US,2021-10-02 04:18:50,40.6576,-73.5832,63.18,68,1,0.0,clear sky
510,Horki,BY,2021-10-02 04:23:04,54.2861,30.9842,35.58,92,43,7.07,scattered clouds
511,Mahibadhoo,MV,2021-10-02 04:23:04,3.7833,72.9667,81.34,77,92,10.71,overcast clouds
512,Luderitz,NA,2021-10-02 04:23:05,-26.6481,15.1594,55.98,91,56,18.68,broken clouds
513,Nabire,ID,2021-10-02 04:17:18,-3.3667,135.4833,79.2,83,96,4.74,light rain
514,Kindersley,CA,2021-10-02 04:23:06,51.4668,-109.1682,47.98,49,1,10.36,clear sky
515,Tura,IN,2021-10-02 04:23:06,25.5198,90.2201,80.64,83,53,2.75,broken clouds
516,Borogontsy,RU,2021-10-02 04:23:07,62.6683,131.1683,35.37,80,100,2.98,light rain
517,Gorontalo,ID,2021-10-02 04:23:08,0.5412,123.0595,86.65,69,100,3.69,overcast clouds
518,Soyo,AO,2021-10-02 04:23:08,-6.1349,12.3689,75.2,87,99,8.57,overcast clouds
519,Pedernales,DO,2021-10-02 04:23:09,18.0384,-71.744,80.11,70,6,3.96,clear sky
520,Nishihara,JP,2021-10-02 04:18:24,26.1842,127.7558,86.05,60,20,13.8,few clouds
521,Ostersund,SE,2021-10-02 04:23:09,63.1792,14.6357,51.62,93,90,13.8,overcast clouds
522,Saint Anthony,US,2021-10-02 04:23:10,45.0205,-93.218,69.26,90,75,0.0,mist
523,Charters Towers,AU,2021-10-02 04:23:11,-20.1,146.2667,92.19,13,0,12.75,clear sky
524,Belaya Gora,RU,2021-10-02 04:23:11,68.5333,146.4167,25.88,82,100,5.06,overcast clouds
